0.033,640934,0.033,0.0353,1,1501844849566,0.0010715178571428573,0.0045357142857142853,0.022321428571428572,0.96427750000000001,16.0,195.0
0.0291,526226,0.0291,0.0308,2,1501845375810,0.0032143535714285712,0.089392857142857135,0.10760714285714286,0.86428250000000006,12.0,120.0
0.0291,475086,0.0581,0.0639,3,1501845850902,0.0089285821428571419,0.068178571428571422,0.15024999999999999,0.99284749999999999,11.0,66.0
0.0291,361547,0.0349,0.0398,4,1501846212456,0.0082143035714285703,0.054035714285714284,0.036535714285714282,0.93570750000000003,8.0,98.0
0.0222,698050,0.0222,0.0235,5,1501846910508,0.0046429107142857149,0.018678571428571426,0.13603571428571429,0.92142250000000003,17.0,173.0
0.0222,589028,0.0319,0.0331,6,1501847499556,0.0003572392857142857,0.061107142857142853,0.050750000000000003,0.94999250000000002,14.0,55.0
0.0222,617290,0.0457,0.0505,7,1501848116847,0.0060714678571428572,0.011607142857142858,0.17867857142857144,0.9785625,15.0,141.0
0.0222,395364,0.0292,0.0316,8,1501848512220,0.002500075,0.082321428571428573,0.093392857142857152,0.89285250000000005,9.0,109.0
0.0222,430001,0.0277,0.0274,9,1501848942221,0.0053571892857142865,0.075250000000000011,0.19289285714285714,0.8071425000000001,10.0,88.0
0.0222,739252,0.0231,0.0243,10,1501849681476,0.0075000250000000013,0.03989285714285714,0.064964285714285711,0.83571250000000008,18.0,184.0
0.0217,789987,0.0217,0.0233,11,1501850471464,0.0017857964285714284,0.046964285714285722,0.16446428571428573,0.90713750000000004,19.0,162.0
0.0217,556548,0.0224,0.0232,12,1501851028013,0.0039286321428571424,0.025750000000000002,0.079178571428571418,0.82142750000000009,13.0,152.0
0.0217,524384,0.0299,0.0294,13,1501851552405,0.0096428607142857135,0.096464285714285711,0.12182142857142857,0.87856750000000006,14.0,130.0
0.0217,448277,0.0529,0.0567,14,1501852000684,0.0067857464285714288,0.032821428571428571,0.0081071428571428579,0.84999750000000007,20.0,77.0
